message,label
bác phải biết tên và cccd của chủ nhà khi nhập nó sẽ kiểm tra nếu chưa có định danh mức 2 thì nó sẽ báo lỗi ko cho nhập đâu,-1
hộ khẩu là thường trú đúng không bác,0
Đúng rồi bác,1
"mình thuê chung cư của người nước ngoài đứng tên nên họ không có vneid, trường hợp này không biết có bạn nào làm được chưa chia sẻ giúp mình với",0
xin tạm trú cho mỗi cu con thì có phải kèm bố hay mẹ k thím,0
"nếu nó trên 18t thì e nghĩ là ko bác, còn dưới 18t thì đâu có cccd để làm nên phải khai dựa trên cha hoặc mẹ e nghĩ vậy",0
Toii cũng có trải nghiệm nhưng không nhanh như bác,0
"Tóm tắt chút là tôi mua nhưng vì một số lý do nên nhờ mẹ ruột đứng tên, cả 2 đều định danh cấp 2",0
"Quá trình làm tổng cộng nộp trả 9 lần mới xong, lần đầu thì phường tách khu phố yêu cầu cập nhật, lần 2 trả bảo lên phường gặp cán bộ tiếp dân để hướng dẫn, lên phường thì cán bọ bận, ông bảo vệ bảo để lại sđt rồi cho cái hướng dẫn làm trên dichvucong về tự làm",-1
"về tới nhà thì có sđt gọi tơia tự giới thiệu bên dịch vụ đòi lấy phí 1tr làm cho nhanh, mình cay chửi thẳng và kèm sau đó là 6 lần liên tiếp từ chối: thiếu dấu chấm từ chối, chữ ký nhìn k rõ từ chối…",-1
"Đến lần cuối cùng nộp kèm theo cái đơn phản ánh kiến nghị thì đc giải quyết, nà làm xong công an khu vực cũng đòi lên nộp hồ sơ gốc, mình đếch lên luôn",-1
hôm trước còn thấy có chị nào phản ánh côn an phường bắt tờ này phải viết tay đây không cho đánh máy,-1
bọn nhỏ bây giờ có cccd hết r mà thím,0
"tôi cũng thế, treo 4 tháng r",-1
có cccd thôi chứ chưa làm định danh cấp 2 đâu bác,0
"Hic, mình có trải nghiệm lâu",0
"Mình Xin cái giấy xác nhận CMND với CCCD, thông báo ghi là xử lý từ 3 đến 7 ngày Mình nộp hôm 23/09, đến 3 4 ngày sau mới chuyển trạng thái đang xử lý",-1
"Rồi xử lý xog thì vẫn chưa trả kết quả, vẫn còn tiếp tục đợi",-1
Đăng ký hài lắm,-1
Tùy cán bộ xét duyệt là ai mà có phải chỉnh hồ sơ hay không,0
Cán bộ khó tính thì sẽ như này,0
"Và đặc biệt là cán bộ comment hay sai chính tả, thậm chí sai cả quy trình (tờ khai CT01 nó ghi rõ ràng là nộp online thì ko cần ký mục người khai mà cán bộ vẫn bắt ký), 4",-1
0 này vip thật,-1
"""sao mọi người có bôi trơn mà e lại không, về coi lại đi"", phường mình hồi xưa làm KT3 tờ khai là phải đút 200k cho cán bộ để cán bộ đọc cho viết, cho dù cái tờ bạn tự viết ở nhà có đúng 100% so với tờ cán bộ đọc, nhưng tờ cán bộ đọc mới có giá trị, còn tờ bạn viết thì không",-1
Bây giờ không biết hết chưa hay tăng lên 500k rồi,0
Fen lên utube gõ hướng dẫn có các làm luôn đó,-1
Trực quan,0
Nhưng còn tùy thuộc cán bụ tiếp nhận nha,0
"Tờ khai CT01 là mình in ra rồi viết tay, xong chụp hình lại upload lên hay sao vậy thím",-1
Đúng rồi fen,0
In ra rồi viết tay,0
Xong rồi chụp hình để đính kèm trên dichvucong,1
"Ngày xưa tờ khai như khai lý lịch, giờ chỉ có vài dòng, viết tay đơn giản lắm",-1
Lên mạng tải 1 mẫu làm 1 cái hợp đồng rồi tự soạn lại thôi fen,0
Ví dụ thế này:,1
"Nhanh cái lờ, đi ra vô hết mấy ngày chọn sai 1 vài cái không nộp được, lên hỏi không ai biết, chỉ trả lời ""sao mọi người làm được mà e lại không, về coi lại đi"" ...",-1
y chốc luôn há há há,1
"thiệt hả my fence, à cho em hỏi, như vậy có cần cung cấp bản sao cccd của người thuê trọ không, hay chỉ cần số cccd là được,",1
Không cần fen ơi,-1
"Do làm trên dịch vụ công nên đã xác thực định danh rồi, chỉ cần điền thông tin vào thôi",0
"Đợt thuê trọ kêu chủ nhà làm, 3 ngày sau thấy Vneid nó tự cập nhật luôn, không mất đồng nào, chắc chủ nhà đóng dùm luôn",0
"Sang trọ Quận 1 đi 老婆！Cậu anh tổ trưởng tổ dân phố, qua nhà nói một tiếng, free lại còn được ở lại ăn cơm trưa",1
Tui có chỗ ở rồi,0
Nhưng mà cái vụ ăn cơm thì tui nói sao để được ăn cơm trưa free vậy?,1
"fen thớt có hướng dẫn về nhập hộ tịch cho vợ chồng không, đang cần quá",0
"Mối quan hệ với chủ nhà để gì cũng được hả thím, Ví dụ em để người thuê nhà thì có làm sao ko",-1
Có fen nào làm thường trú ở chung cư không? Chưa có sổ thì mình phải scan hết hợp đồng mua bán rồi upload lên hay sao nhỉ?,0
"Đồng cảnh ngộ, nhưng mình muốn cho gấu mẹ thường trú ở chung cư mình mua, còn mình đang thường trú ở nhà khác thì thủ tục sao nhỉ",0
đời ko như là mơ,-1
"Tôi cũng đẩy đủ hết nhưng hệ thống giữa 2 phường của quận 2 báo lỗi, thế là mất 7k * 5 lần mới xong",-1
đúng rồi,1
thì chủ nhà đi khai,0
"Trộm vía ở trọ 2 chỗ đều được bên trọ họ làm cho, khỏe",-1
Giờ trong VNeID có không tin luôn nên đỡ cầm giấy mất công,0
"ở HCM thì vào VNEID đang thí điểm làm tạm trú có 2 option để khai tờ CT01, làm qua app luôn ko cần in ra làm gì cho mất công, điền hết trên app nó tự generate ra file pdf cho mình, sau đó chủ nhà vào xác nhận qua VNEID là xong, ai có vợ con thì bổ sung thêm 1",-1
giấy kết hôn - chụp hình 2,0
giấy khai sinh - chụp hình,0
"Tình hình là mình đang ở chung cư nhà nước, đang trong thời gian để làm lại hợp đồng thuê nhà, nên không thể xin được giấy ngoài CA phường, Giờ mình đăng ký tạm trú được không nhỉ? Vì là hợp đồng thuê nhà với BQL chung cư nên không thể ký trên tờ khai CT01 ai là chủ hợp đồng",0
"Đi ra công an thì họ bảo khi nào làm lại hợp đồng thuê nhà là làm được, 2 năm nữa thằng con chuyển sang cấp 2 rồi",0
Chả lẽ phải chạy thường trú cho nó mới được học đúng tuyến,0
